CMMC_ID,Control,Score,AR_CAP_POAM,Policy_Statement,Azure_Mechanism,Azure_Configuration_Process,Azure_Evidence,AVD_Laptop,AVD_Laptop_Evidence,Evidence_Strings
3.10.2,Protect and monitor the physical facility and support infrastructure for organizational systems.,5,0,,,,,Physical access control mechanisms exist to enforce physical access authorizations for all physical access points (including designated entry/exit points) to facilities (excluding those areas within the facility officially designated as publicly accessible).; Physical access control mechanisms exist to monitor for| detect and respond to physical security incidents.; Physical access control mechanisms generate a log entry for each access attempt through controlled ingress and egress points.; Physical access control mechanisms exist to identify| authorize and monitor visitors before allowing access to the facility (other than areas designated as publicly accessible). ,,
3.10.3,Escort visitors and monitor visitor activity.,1,0,,,,,,,
3.10.4,Maintain audit logs of physical access.,1,0,,,,,,,
3.10.5,Control and manage physical access devices.,1,0,,,,,,,
3.10.6,Enforce safeguarding measures for CUI at alternate work sites.,1,0,,Various.,Summit 7 employs technical controls for devices used at alternate work sites by Summit 7 staff. Summit 7 staff working at alternate work sites are prohibited from printing CUI by policy. Client is responsible for authoring appropriate policy regarding remote work expectations| and for documenting any non-managed technical controls related to remote work.,,Physical security mechanisms exist to utilize appropriate management| operational and technical controls at alternate work sites.; Mechanisms exist to define secure telecommuting practices and govern remote access to systems and data for remote workers. ,,
3.11.1,Periodically assess the risk to organizational operations (including mission| functions| image| or reputation)| organizational assets| and individuals| resulting from the operation of organizational systems and the associated processing| storage| or transmission of CUI.,3,0,,,,,"Mechanisms exist to routinely update risk assessments and react accordingly upon identifying new security vulnerabilities| including using outside sources for security vulnerability information. ; Mechanisms exist to identify:
 •Assumptions affecting risk assessments| risk response and risk monitoring;
 •Constraints affecting risk assessments| risk response and risk monitoring;
 •The organizational risk tolerance; and
 •Priorities| benefits and trade-offs considered by the organization for managing risk.; Mechanisms exist to identify and document risks| both internal and external. ; Mechanisms exist to conduct recurring assessments of risk that includes the likelihood and magnitude of harm| from unauthorized access| use| disclosure| disruption| modification or destruction of the organization's systems and data.; Mechanisms exist to develop a plan for Supply Chain Risk Management (SCRM) associated with the development| acquisition| maintenance and disposal of systems| system components and services| including documenting selected mitigating actions and monitoring performance against those plans.; Mechanisms exist to conduct a risk assessment prior to the acquisition or outsourcing of technology-related services.; Mechanisms exist to facilitate the implementation of strategic| operational and tactical risk management controls.",,
3.11.2,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,5,0,,ATP| EOP| Defender; ATP| M365| Defender.,S7 configures Azure ATP| EOP| and Defender to scan devices for vulnerabilities.; Without the Vigilance offering| Summit 7 utilizes Advanced Threat Protection (ATP)| various M365 configuration settings| and Defender for Endpoint to scan for vulnerabilities.; Summit 7 deploys Defender with vulnerability scanning capabilities. Summit 7 MSP does not actively engage with vulnerability data. This service is available via Vigilance.,,Mechanisms exist to detect vulnerabilities and configuration errors by routine vulnerability scanning of systems and applications.; Mechanisms exist to facilitate the implementation and monitoring of vulnerability management controls.; Mechanisms exist to ensure that vulnerabilities are properly identified| tracked and remediated.; Mechanisms exist to update vulnerability scanning tools.; Mechanisms exist to define and manage the scope for its attack surface management activities.; Mechanisms exist to address new threats and vulnerabilities on an ongoing basis and ensure assets are protected against known attacks. ; Mechanisms exist to conduct software patching for all deployed operating systems| applications and firmware.; Mechanisms exist to respond to findings from cybersecurity & data privacy assessments| incidents and audits to ensure proper remediation has been performed.; Mechanisms exist to maintain situational awareness of evolving threats by leveraging the knowledge of attacker tactics| techniques and procedures to facilitate the implementation of preventative and compensating controls.,,
3.11.3,Remediate vulnerabilities in accordance with assessments of risk.,1,0,,ATP| M365| Defender.,Without the Vigilance offering| Summit 7 utilizes Advanced Threat Protection (ATP)| various M365 configuration settings| and Defender for Endpoint to scan for vulnerabilities.; Without the Vigilance offering| Summit 7 utilizes Advanced Threat Protection (ATP)| various M365 configuration settings| and Defender for Endpoint to scan for vulnerabilities. Defender for Endpoint is set to automatically remediate vulnerabilities by default. Client is responsible for ensuring that all vulnerabilities are actually remediated.,,,,
3.12.1,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,5,0,,None,None,,Mechanisms exist to implement an internal audit function that is capable of providing senior organization management with insights into the appropriateness of the organization's technology and information governance processes.; Mechanisms exist to ensure managers regularly review the processes and documented procedures within their area of responsibility to adhere to appropriate cybersecurity & data protection policies| standards and other applicable requirements.; Mechanisms exist to provide a cybersecurity & data protection controls oversight function that reports to the organization's executive leadership.; Mechanisms exist to facilitate the implementation of tailored development and acquisition strategies| contract tools and procurement methods to meet unique business needs.,,
3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,3,0,,None; Microsoft Defender| Azure Policy| Compliance Policies.; S7 engineering support,None; S7 provides client with information related to identified deficiencies and vulnerabilities; S7 works with client to correct identified deficiencies and reducing or eliminating identified vulnerabilities,,Mechanisms exist to ensure that vulnerabilities are properly identified| tracked and remediated.; Mechanisms exist to conduct software patching for all deployed operating systems| applications and firmware.; Mechanisms exist to generate a Plan of Action and Milestones (POA&M)| or similar risk register| to document planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities.,,
3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,5,0,,Microsoft Security Center| Microsoft Sentinel,S7 provides supporting information for continuous monitoring crom Security Center and Sentinel.,,Mechanisms exist to ensure managers regularly review the processes and documented procedures within their area of responsibility to adhere to appropriate cybersecurity & data protection policies| standards and other applicable requirements.; Mechanisms exist to provide a cybersecurity & data protection controls oversight function that reports to the organization's executive leadership.; Mechanisms exist to regularly review technology assets for adherence to the organization's cybersecurity & data protection policies and standards. ; Mechanisms exist to facilitate the implementation of enterprise-wide monitoring controls.; Mechanisms exist to facilitate the implementation of tailored development and acquisition strategies| contract tools and procurement methods to meet unique business needs.,,
3.12.4,Develop| document| and periodically update system security plans that describe system boundaries| system environments of operation| how security requirements are implemented| and the relationships with or connections to other systems.,5,0,,None; System Boundary Diagrams; cmmc 2|13; Shared Responsibility Matrix; Informational: Summit 7 support for Summit 7 Responsibilities (Summit 7 provides information| does not own SSP or POA&M),None; S7 is responsible for providing system boundary information for S7 managed system components; S7 is responsible for providing client with the method of security requirement implementation for all controls inherited by the client.; S7 is responsible for providing the client with information on how S7 managed system components relate with or are connected to other systems.,,,,
3.13.1,Monitor| control| and protect communications (i.e.| information transmitted or received by organizational systems) at the external boundaries and key internal boundaries of organizational systems.,5,0,,Boundary diagram (e.g.| Visio| Microsoft content export); Microsoft Sentinel (logs and alerts); Intune policies| M365 configurations| and Windows Defender,Provide customer with diagrams and tenant information related to the external boundary of their m365 and Azure environments; Provide customer with diagrams and tenant information related to the internal boundaries of their m365 and Azure environments; Summit 7 implements Microsoft Sentinel to capture events.; Summit 7 configures system components within the scope of the Guardian agreement to forward communication logs to Microsoft Sentinel.; Summit 7 implements Intune policies| M365 configurations| and Windows Defender to control communications at the external boundary.; Summit 7 implements Intune policies| M365 configurations| and Windows Defender to control communications at internal boundaries.; Summit 7 implements Intune policies| M365 configurations| and Windows Defender to protect communications at the external boundary.; Summit 7 implements Intune policies| M365 configurations| and Windows Defender to protect communications at internal boundaries.,,Mechanisms exist to implement and govern Access Control Lists (ACLs) to provide data flow enforcement that explicitly restrict network traffic to only what is authorized.; Mechanisms exist to monitor and control communications at the external network boundary and at key internal boundaries within the network.; Mechanisms exist to continuously monitor inbound and outbound communications traffic for unusual or unauthorized activities or conditions.; Mechanisms exist to ensure network architecture utilizes network segmentation to isolate systems| applications and services that protections from other network resources.; Mechanisms exist to configure firewall and router configurations to deny network traffic by default and allow network traffic by exception (e.g.| deny all| permit by exception). ; Mechanisms exist to facilitate the implementation of industry-recognized cybersecurity & data privacy practices in the specification| design| development| implementation and modification of systems and services.,,
3.13.2,Employ architectural designs| software development techniques| and systems engineering principles that promote effective information security within organizational systems.,5,0,,M365| InTune.,Summit 7 architectural designs that promote effective information security are captured within the M365 configuration document and Intune policies.; Summit 7 system engineering principles that promote effective information security are captured within the M365 configuration document and Intune policies.,,,,
3.13.3,Separate user functionality from system management functionality.,1,0,,RBAC Form; RBAC Form| EntraID,Informational: Summit 7 defines non-privileged users as basic users without administrative or security functions. Refer to 3.1.1 and 3.1.2 for identification of Summit 7 users and roles.; Informational: Summit 7 defines privileged functions as those functions that require greater than user-level access to system funtionality. Refer to 3.1.1 and 3.1.2 for identification of Summit 7 users and roles.; Summit 7 ensures user functionality is separated from system management functionality through the use of AAD and RBAC to manage account permissions and role assignments that enable these functionalities.,,,,
3.13.4,Prevent unauthorized and unintended information transfer via shared system resources.,1,0,,M365,Summit 7 will consult with the client regarding which (if any) assets will need controls applied. This requirement is partially inherited from Microsoft via SC-04 FedRAMP response. Customer-deployed assets must apply the appropriate controls. This is most relevant to Operating Systems| which typically implement the control by default.,,Mechanisms exist to prevent unauthorized and unintended information transfer via shared system resources. ,,
3.13.5,Implement subnetworks for publicly accessible system components that are physically or logically separated from internal networks.,5,0,,,,,,,
3.13.6,Deny network communications traffic by default and allow network communications traffic by exception (i.e.| deny all| permit by exception).,5,0,,Defender,"Summit 7 implements ""block all inbound"" policy in Defender firewall and allows traffic by exception.",,Mechanisms exist to configure firewall and router configurations to deny network traffic by default and allow network traffic by exception (e.g.| deny all| permit by exception). ,,
3.13.7,Prevent remote devices from simultaneously establishing non-remote connections with organizational systems and communicating via some other connection to resources in external networks (i.e.| split tunneling).,1,0,,,,,,,
3.13.8,Implement cryptographic mechanisms to prevent unauthorized disclosure of CUI during transmission unless otherwise protected by alternative physical safeguards.,3,0,,MIP| OME| TLS; MIP| TLS| OME,Summit 7 default cryptographic mechanisms to protect CUI in transmission are MIP| OME| and TLS; Summit 7 implements MIP in order to enforce encryption of documents. Transmissions are encrypted by using TLS sessions and Exchange OME| enforced by Microsoft.,,Mechanisms exist to facilitate the implementation of cryptographic protections controls using known public standards and trusted cryptographic technologies.; Cryptographic mechanisms exist to protect the confidentiality of data being transmitted. ; Cryptographic mechanisms exist to prevent unauthorized disclosure of data at rest. ,,
3.13.9,Terminate network connections associated with communications sessions at the end of the sessions or after a defined period of inactivity.,1,0,,EntraID| SharePoint| InTune,"Summit 7 default inactivity timeouts are defined as follows:
SPO: 30 Minutes
Intune Timeout: 30 Minutes
Intune Recheck: 720 Minutes
MFA CA Sign-in Frequency: 4 Hours; Summit 7 implements session timeouts in EntraID|  SharePoint| and Intune.",,Mechanisms exist to terminate network connections at the end of a session or after an organization-defined time period of inactivity. ,,
3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,1,0,,,Microsoft Managed,,Mechanisms exist to facilitate cryptographic key management controls to protect the confidentiality| integrity and availability of keys.,,
3.13.11,Employ FIPS-validated cryptography when used to protect the confidentiality of CUI.,5,0,,InTune| BitLocker| FileVault| MIP| M365,Summit 7 uses Intune to implement minimum OS standards| BitLocker| and FileVault. Additionally| Summit 7 implements MIP and various M365 configs to enforce FIPS-Validated cryptography.,,"Mechanisms exist to allow baseline controls to be specialized or customized by applying a defined set of tailoring actions that are specific to:
 •Mission / business functions;
 •Operational environment;
 •Specific threats or vulnerabilities; or
 •Other conditions or situations that could affect mission / business success.; Mechanisms exist to facilitate the implementation of cryptographic protections controls using known public standards and trusted cryptographic technologies.",,
3.13.12,Prohibit remote activation of collaborative computing devices and provide indication of devices in use to users present at the device.,1,0,,,,,"Mechanisms exist to develop| document and maintain secure baseline configurations for technology platforms that are consistent with industry-accepted system hardening standards. ; Mechanisms exist to unplug or prohibit the remote activation of collaborative computing devices with the following exceptions: 
 •Networked whiteboards; 
 •Video teleconference cameras; and 
 •Teleconference microphones. ; Mechanisms exist to configure collaborative computing devices to provide physically-present individuals with an explicit indication of use.",,
3.13.13,Control and monitor the use of mobile code.,1,0,,InTune| Attack Surface Reduction policies.,Summit 7 utilizes Intune to implement Attack Surface Reduction policies to control the use of Mobile Code.,,Mechanisms exist to explicitly allow (allowlist / whitelist) and/or block (denylist / blacklist) applications that are authorized to execute on systems.; Mechanisms exist to address mobile code / operating system-independent applications. ,,
3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,1,0,,,,,,,
3.13.15,Protect the authenticity of communications sessions.,5,0,,TLS| MFA,The authenticity of communications sessions is protected with TLS and Azure MFA.,,Mechanisms exist to protect the authenticity and integrity of communications sessions. ,,
3.13.16,Protect the confidentiality of CUI at rest.,1,0,,MIP| InTune| Bitlocker| Filevault,Summit 7 protects the confidentiality of CUI at rest by leveraging MIP and Intune (enforcing minimum OS satandards| BitLocker| Filevault),,,,
3.14.1,Identify| report| and correct system flaws in a timely manner.,5,0,,Policy control.; Defender| Sentinel; Kasaya VSA,Summit 7 specifies 7 days as the default required identification time for system flaws. Client is free to specify another requirement.; Summit 7 utilizes Defender and Sentinel to identify system flaws. Without vigilance| client is responsible for administrating system flaw monitoring and alerting program.; Summit 7 specifies 7 days as the time within which to report system flaws for servers| continuously for workstations.; Client is responsible for identifying and reporting system flaws to S7 for remediation| as appropriate.; Summit 7 corrects system flaws in accordance with the Summit 7 Risk Management process document (System Flaw Identification and Manage Policy)| prioritizing flaw corrections based on risk. The default specified time to correct flaws is within 7 days.; Summit 7 leverages Kasaya VSA  to correct system flaws.,,Mechanisms exist to facilitate the implementation and monitoring of vulnerability management controls.; Mechanisms exist to ensure that vulnerabilities are properly identified| tracked and remediated.; Mechanisms exist to define and manage the scope for its attack surface management activities.; Mechanisms exist to address new threats and vulnerabilities on an ongoing basis and ensure assets are protected against known attacks. ; Mechanisms exist to conduct software patching for all deployed operating systems| applications and firmware.; Mechanisms exist to generate a Plan of Action and Milestones (POA&M)| or similar risk register| to document planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities.; Mechanisms exist to facilitate the implementation of tailored development and acquisition strategies| contract tools and procurement methods to meet unique business needs.,,
3.14.2,Provide protection from malicious code at appropriate locations within organizational systems.,5,0,,Defender for Endpoint,Summit 7 identifies endpoints| servers| Azure| and cloud apps as designated locations for malicious code protection by default.; Summit 7 utilizes Defender for Endpoint to provide malicious code protection.,,Mechanisms exist to facilitate the implementation of endpoint security controls.; Mechanisms exist to utilize antimalware technologies to detect and eradicate malicious code.; Mechanisms exist to automatically update antimalware technologies| including signature definitions. ; Mechanisms exist to ensure that anti-malware technologies are continuously running in real-time and cannot be disabled or altered by non-privileged users| unless specifically authorized by management on a case-by-case basis for a limited time period. ,,
3.14.3,Monitor system security alerts and advisories and take action in response.,5,0,,Sentinel| Security Center| Defender for Endpoint.,Summit 7 enables the collection of alerts by implementing Sentinel| Security Center| and Defender for Endpoint. Monitoring services are available only with the Vigilance offering.,,Mechanisms exist to maintain situational awareness of evolving threats by leveraging the knowledge of attacker tactics| techniques and procedures to facilitate the implementation of preventative and compensating controls.; Mechanisms exist to utilize external threat intelligence feeds to generate and disseminate organization-specific security alerts| advisories and/or directives.,,
3.14.4,Update malicious code protection mechanisms when new releases are available.,5,0,,Defender for Endpoint,Summit 7 utilizes Defender for Endpoint to provide malicious code protections. Defender signatures automatically update every 2 hours. Platform updates for Defender are on a monthly basis.,,,,
3.14.5,Perform periodic scans of organizational systems and real-time scans of files from external sources as files are downloaded| opened| or executed.,3,0,,Policy control.; Defender for Endpoint| InTune; Defender for Endpoint| Security Center.,Summit 7 has defined the frequency for malicious code scans as weekly by default.; Defender scans are conducted on a weekly basis.; Defender for Endpoint is configured that Dynamic/Real-Time scans occur when files are downloaded| opened| executed.,,,,
3.14.6,Monitor organizational systems including inbound and outbound communications traffic| to detect attacks and indicators of potential attacks.,5,0,,M365| InTune| Sentinel| Defender.,Summit 7 enables the collection of logs through Sentinel| M365 Configs| Intune| and Defender. Monitoring services are available only with the Vigilance offering.,,Mechanisms exist to generate| generate| monitor| correlate and respond to alerts from physical| cybersecurity| data privacy and supply chain activities to achieve integrated situational awareness. ; Mechanisms exist to continuously monitor inbound and outbound communications traffic for unusual or unauthorized activities or conditions.; Mechanisms exist to facilitate the implementation of enterprise-wide monitoring controls.; Mechanisms exist to detect and respond to anomalous behavior that could indicate account compromise or other malicious activities.,,
3.14.7,Identify unauthorized use of organizational systems.,3,0,,Policy control.; Sentinel| Defender for Endpoint,Client is responsible for codifying authorized and unauthorized use into policy. Client is responsible for monitoring systems for unauthorized use indicators.,,,,
